Categories,Competency,Proficiency Level,Course Title ,URL,Course with Hyperlink,Course Provider,Learning Outcomes,Training Period, Cost ,Training Mode,Start Date,End Date,Prioritisation
Finance Functional Competencies,C13: Business Transformation,(Level 5) Master,Graduate Certificate in Strategic Digital Transformation in Finance Module 6: Digital Taxation Disruption at the Cutting Edge for Finance Professionals,https://academy.smu.edu.sg/graduate-certificate-strategic-digital-transformation-finance-module-6-digital-taxation-disruption,Graduate Certificate in Strategic Digital Transformation in Finance Module 6: Digital Taxation Disruption at the Cutting Edge for Finance Professionals,Singapore Management University,"√ Digital Strategy for Finance Managers
√ Digitalisation Implementation in Financial Services
 √ Improving financial outcomes with data analytcis
√ Design thinking for Finance Professionals
√  IT Risk, governance and security essentials
√  Digital taxation disruption at the cutting edge for finance professionals",2DAYS,$600.00,Classroom,11/8/2025,12/8/2025,7
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 1) Foundation,Foundations in Corporate Sustainability,https://unglobalcompact.sg/foundations-in-corporate-sustainability,Foundations in Corporate Sustainability ,Global Compact Network Singapore (GCNS),"√ Facilitate first steps in transitioning to a more sustainable, globally competitive business
√ Apply systematic frameworks such as the Global Compact Management Model as well as reporting tools such as RICE and CERT
√ Build company in-house capabilities for better management of sustainability initiatives and projects
√ Adopt responsible business practices among Singapore enterprises to support the national sustainability agenda",2DAYS,"$1,500.00",Classroom,16/7/2025,17/7/2025,5
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 1) Foundation,[E-Learning] Complement Sustainability with Finance,,[E-Learning] Complement Sustainability with Finance,ISCA,,2HRS (12 APR),$90.00,E-Learning,Nil,,0
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 1) Foundation,An Introduction to various sustainability reporting standards,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000005i3wTAAQ&_ga=2.175599076.738839070.1682997138-1288791266.1643331263,An Introduction to various sustainability reporting standards,ISCA,"√ Explore sustainability reporting standards like Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), Task Force on Climate-related Financial Disclosures (TCFD) & The Carbon Disclosure Project (CDP).
",3.5hrs,$242.00,Classroom,20/6/2025,20/6/2025,4
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 1) Foundation,Embarking on Green and Sustainable Financing,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000002wlKBAAY,Embarking on Green and Sustainable Financing,ISCA,"√ Obtain an overview of green finance
√ Examine the common green financing products (eg. green loan / green bond / sustainability-linked debt) and their key features
√ Understand other types of sustainable finance products (eg. blue bonds / transition bonds)",3.5HRS,$206.00,Virtual Classroom,10/10/2025,10/10/2025,2
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 1) Foundation,Sustainability Reporting Essentials: A Comprehensive Guide,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000001sBJIAA2&_ga=2.95635284.910148593.1698023524-1473484811.1696211515,Sustainability Reporting Essentials: A Comprehensive Guide,ISCA,"√ What sustainability reporting is and why it is important
√ Understanding the sustainability reporting “value-chain”
√ The benefits of effective sustainability reporting
√ The different sustainability reporting frameworks and standards
√ Deep dive into key frameworks
√ The key elements of a sustainability report",7HRS,$518.00,Classroom,Nil,,0
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 1) Foundation,Greenhouse Gas Accounting for Organisations,https://paiaconsulting.com.sg/sustainability-training/greenhouse-gas-for-organisations/,Greenhouse Gas Accounting for Organisations ,Paia Consulting,"√ Understand the fundamentals of climate change and carbon accounting
√ Establish organisational and operational boundaries for developing a relevant and accurate GHG inventory for your organisation
√ Identify relevant and material scope 1, 2, and 3 emission sources along your value chain and account for them using the Greenhouse Gas (GHG) Protocol
√ Set emission reduction and net-zero targets using tools and standards developed by the Science Based Targets Initiative (SBTi)",4hrs,$458.35,Classroom,Nil,Nil,3
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 1) Foundation,ESG and Materiality Reporting,https://academy.smu.edu.sg/environment-social-and-governance-esg-and-materiality-reporting-5356,ESG and Materiality Reporting,Singapore Management University,"√ Understand the benefits of Sustainable Practices
√ Understand the Reporting standards including GRI Standards, UNSDGs, and Singapore Exchange requirements
√ Learn how to identify sustainability risks
√ Structure and flow of a good sustainability report
√ Apply concepts and standards for actual ESG reports",1DAY,$300.00,Classroom,10/6/2025,10/6/2025,1
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 2) Intermediate,Effective Guide To Sustainability Reporting,https://aventistraining.com/courses/effective-guide-to-sustainability-reporting/,Effective Guide To Sustainability Reporting,Aventis Learning Group Pte Ltd,"√ Understand the role of sustainability and how reporting helps in overall management of sustainability in financial sector and economy
√ Understand the different sustainability reporting framework and standards
√ Understanding the key steps in preparing a sustainability report, explain the concepts, features, principles and structure of the GRI Standards
√ Identify and define key ESG risks and opportunities to disclose in the annual report
√ Support in the preparation of sustainability report using GRI framework
√ Gain an understanding of improved and increased reporting of climate-related financial information with Task Force on Climate-related Financial Disclosures (TCFD) aspects",2 days,"$1,200.00",Classroom,Nil,Nil,0
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 2) Intermediate,Carbon Tax - How it affects businesses,,Carbon Tax - How it affects businesses,ISCA,,2HRS (8 DEC),$80.00,Virtual Classroom,NIL,,0
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 2) Intermediate,From Carbon Calculations to Climate Action: A Practical Guide,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000002l71iAAA&_ga=2.125226249.202043597.1696837186-1473484811.1696211515,From Carbon Calculations to Climate Action: A Practical Guide,ISCA,"√ Introduction: Climate change, Paris Agreement, GHG emissions pathways, impact of climate change on Singapore and companies
√ Key definitions: carbon footprint, CO2e, GWP, net zero
√ Carbon Reporting Framework: TCFD and ISSB (upcoming mandatory climate reporting)
√ Carbon Accounting: Calculate Scope 1, 2, 3 emissions of a company using the GHG Protocol
√ Carbon Reporting examples
√ Actions for Decarbonisation
√ Targets: carbon neutrality, science-based targets, net zero
√ Carbon markets and pricing mechanisms",3.5HRS,$290.00,Classroom,20/10/2025,20/10/2025,6
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 2) Intermediate,Key Accounting Considerations in Adopting Green Energy - Implementation of FRS,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000005i3vpAAA,Key Accounting Considerations in Adopting Green Energy - Implementation of FRS,ISCA,,7HRS,$421.00,Virtual Classroom,Nil,,0
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 2) Intermediate,Sustainability Reporting,https://paiaconsulting.com.sg/sustainability-training/sustainability-reporting/,Sustainability Reporting,Paia Consulting,"√ Introduction to Sustainability & Reporting
√ Gain familiarity with SGX Sustainability reporting guidelines
√ Understanding reporting frameworks – GRI Standards, SASB Standards, and the Integrated reporting Framework
√ Understanding the reporting process
√ Materiality and stakeholder engagement
√ Applying the GRI Standards in reporting
√ Disclosures expected of all GRI Standards reporters
√ Environmental, social and governance performance metrics
√ Planning a report – practical steps to take away
√ Understanding the characteristics of a good report",2 days (7hrs),$650.00,Classroom,Nil,Nil,5
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 2) Intermediate,Putting Sustainability into Practice,https://www.sec.org.sg/new-sustainability-course.html,Putting Sustainability into Practice,Singapore Environment Council,"√ Core Concepts for Organisational Sustainability
√ Managing Risks for Resilience
√ Strategies and Actions for Sustainability Excellence",2 days (16hrs),"$1,500.00",Classroom,25/6/2025,26/6/2025,1
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 3) Advanced,Advanced Certificate in Sustainability and Sustainable Business Module 2: Environmental & Carbon Management for a Sustainable Economy,https://academy.smu.edu.sg/advanced-certificate-sustainability-and-sustainable-business-module-2-environmental-carbon-8366,Advanced Certificate in Sustainability and Sustainable Business Module 2: Environmental & Carbon Management for a Sustainable Economy,Singapore Management University,"√ Know how to map environment sustainability
√ Manage EMS (Environmental Management Systems) within the scope of an organisation
√ Identify the support required to maintain EMS
√ Operate and perform a performance evaluation of EMS
√ Identify and calculate greenhouse gas (GHG) emissions for a business
√ Report on GHG emissions",2DAYS,$480.00,Classroom,15/7/2025,16/7/2025,1
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 3) Advanced,Advanced Certificate in Sustainability and Sustainable Business Module 5: Sustainable Finance and Impact Investing,https://academy.smu.edu.sg/advanced-certificate-sustainability-and-sustainable-business-module-5-sustainable-finance-and,Advanced Certificate in Sustainability and Sustainable Business Module 5: Sustainable Finance and Impact Investing,Singapore Management University,"√ Responsible investment as well as introduces sustainable finance and impact investing 
√ Understand investors' ESG investing needs and motivations 
√ Gain insights into the opportunity for impact financing and investing globally 
√ Tools and frameworks,  to assess risks and opportunities, the public policy and regulations surrounding impact investing, and research perspectives on sustainable finance. 
√ Identify well-stewarded companies and understand the benefits of stewardship in action for long-term and responsible wealth creation ",2DAYS,$480.00,Classroom,5/8/2025,6/8/2025,2
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 3) Advanced,Advanced Certificate in Sustainability and Sustainable Business Module 6: Sustainability Reporting and Strategic Communication,https://academy.smu.edu.sg/advanced-certificate-sustainability-and-sustainable-business-module-6-sustainability-reporting-and,Advanced Certificate in Sustainability and Sustainable Business Module 6: Sustainability Reporting and Strategic Communication,Singapore Management University,"√ Understand the components of a sustainability report, preparing a quality report and meaningful disclosures 
√ Learn the metrics and reporting standards used locally and internationally
√ Understand how disclosures are being used by investors, fund managers and other stakeholders. Frameworks that will be covered include the Global Reporting Initiative (GRI) Standards, as well as disclosure requirements such as Science Based Targets, Taskforce for Climate Financial Disclosures (TCFD) and the Carbon Disclosure Project (CDP)
√ Develop a simple sustainability report through the undertaking of a project to review and analyse sustainability reports and assess what to look for to identify a good report",2DAYS,$480.00,Classroom,19/8/2025,8/10/2025,3
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 2) Intermediate,Carbon Management - A systematic Approach to Manage Greenhouse Gas Emissions,https://www.suss.edu.sg/courses/short-course/detail/cet258,Carbon Management - A systematic Approach to Manage Greenhouse Gas Emissions ,SUSS,"√ Appraise the carbon footprint assessment methodology
√ Formulate the goal and scope of carbon footprint assessment
√ Analyse the life cycle activities and screen business facilities for emission identification
√ Prepare the carbon footprint assessment
√ Design data collection template
√ Quantify and communicate carbon footprint information
√ Propose carbon footprint reduction solutions
√ Recommend a roadmap for carbon footprint reduction",2 days,$420.00,Classroom,10/7/2025,11/7/2025,4
Finance Functional Competencies,C14: Sustainability Measurement & Reporting,(Level 5) Master,GRI Standards Certified Training Course - Reporting with GRI Standards 2021,https://www.csrworks.com/gri-training/,GRI Standards Certified Training Course - Reporting with GRI Standards 2021,CSRWorks,"√ Enhance knowledge, expertise and skills required to apply the GRI Standards and improve the quality of sustainability reporting
√ Implementation of the reporting process within GRI Standards 2021 within your organisation",4 half days,"$1,830.28",Virtual Classroom,12/8/2025,15/8/2025,1
